free_text,label_id
ủng hộ abe ủng hộ abe,0
E lậy chị lâu ngày chị lên Youtube chị vẫn như xưa chị chưởi chi mấy người đó cho mệt hơi sức chị để hơi sức mà chị buôn bán chị,0
Địt mẹ lũ chó bán nước,2
Bùi Văn Lực,0
Ngày nào cũng tăng vài người vậy trời,0
Trư Bát Giới Hết mún nói,0
Thằng cha tập qua đây dân mìh nó xem như choá :))))),2
Anh tránh ra ...,0
ae đăng ký kênh ủng hộ mình với ạ,0
Nguyễn Huỳnh Bạc yêu cl,1
Ông đấy đang ở Hà Nội ý =)),0
QuynhAnh DT thắng thì chia thua nó chịu hihi,0
Hướng Dương lên google search Tim Cook nó cho hàng nghìn kết quả nhé.,0
Cảm ơn đảng,0
Sau khi xài clear đến từ vị trí abe,0
Khó vẽ nụ cười,1
Tôi ghi nhớ tiên tri nói nhật đánh Trung Quốc,0
Tung Nguyen,0
Mốt lại có vài đứa lại hỏi thầy ơi sao acc em trên shop của nextgen,0
Clm thầy,2
Phạm Cường hồi xưa nổ vui lắm,0
Vl :v,1
"em cũng có phi vụ làm thêm, vui lắm, em cũng gặp 1 cô gái trải đời cực kì luôn, cổ làm dịch vụ chỗ nguyễn khánh toàn :(",0
Đây là quần què à,1
Năm mới zui zẽ :v,0
Nếu mấy ngừoi cccd biết nhìn nhận vnch chỉ là ván cờ của nước mỹ thôi thì hay biết mấy.Bác dần hôm nay kết rất hay,0
Những thằng nói đạo lý thường sống như lon coca truong mình tuấn nguyễn bắc son 🤣🤣🤣🤣🤣,2
Em dậy thì thành công quá mn. Khác nhau có mỗi cái mặt :)),0
B52 👍,0
25:05 phút Anh em chia sẻ mạnh tay tới Tập Cận Bình nhé! Trời sinh ra Tập tấc nhiêng sao lại sinh ra Tiger ?,0
nghe tới bạn bè óc nổi cục ... ớn xạo lol hok hà .. thứ ăn cháo đá bát em thấy nhiều chị ơi ...bớt giận bớt giận 🤫,2
Tự post tự vả -.-,0
Người đi ô tô nói cái đ” gì cũng đúng :v,1
Ai cho xin mấy video của mixi đầu video này vs,0
Bớt giận chế ơi.,0
Ngọc Trâm,0
Còn bạn này nữa thầy ơi,0
"Trần Diên Dưỡng như t không nhầm thì trên tường treo khoảng 3 cái roi và 2 cái tròn tròn chắc nhẹt đc và mồm, à còn có cả 2 cặp còng bằng da nốt 😗",0
Tấc nhiêng chỉ lung lay mỗi bộ xay xát thôi ..,0
ừ,0
Dep quA a long lay thiet,0
CSVN đi đâu chả gây chuyện,2
Xuân Thái Xuân Bảo Ben Đăng Mạnh Nguyễn Phan Huy Nam 02,0
"Hay quá , bác ấy , nói quá tuyệt vời (y)",0
Tú bảnh dạy dỗ đàn em :)),0
og tran dan co biet  CHIEM TINH GIA HUỲNH LIEN  truoc 1975 o bih duog ko. biet noi nge choi . hoi do toi o gan  nha og ay..,0
Bà nè có chó mới chơi lại kk,0
Ngộ ha,0
"Văn hóa xứ Bắc hà có khác, thô tục",2
Chị vui hóa,0
Gil lại đi cà khịa rồii😂,0
"Đố mấy bạn ...có bao nhiêu chữ ""Đụ"" 😁😁",0
Nam mô a di đà phật,0
Đóng cửa sân bay luôn đi,0
cần lắm địa chỉ mua Hàu,0
"Có ai tự nhiên lên phường , rồi đi tự tử trên ấy không ? Giờ thằng nào con nào , muốn tự tự thì cứ việc lên phường cho nó gọn . Đỡ bị mất tài sản , với lại người nhà cũng dễ tìm nhá . chứ đừng có ra cầu rồi nhảy nghe hôn .",0
giống sương sương,0
hay lắm nó đi họp cổ đông bị virus thì chết trùm !!! oke hay lắm nghèo khổ có nhau,1
Đúng lun,0
Giá đã niêm yết. Ngu mua đắc chí để thằng ad sủa. Tuy nhiên cũng phải chấn chỉnh cho nề nếp,2
Chi ba em kho qua cho em muon mot it,0
Thoáng qua tưởng không kéo tia quần🥴,0
Tại sao mấy ngày nay đả nghe số 22. 23 mắt covit mà kg khai báo để cách ly rồi đây kg nhửng đà nẳng mà là cả nước,0
Luc truoc  nghe loi  thang nguyen  thuan  chui nguoi ta te tua  roi bay gio  bi  thang  nguyen thuan  chui lai  cho ba ghet,0
dân bà rịa khi biết tin :))),0
Nhìn ghép cái mặt ôg mixi hài vãi lozzzz,0
Chào các bạn,0
dống trong trại tâm thần vậy mấy bạn,0
Lữ bố cao bằng chất quá🙄,0
Hôm bữa có tú probuild nay có aba probuild,0
Nguyễn Huỳnh Bạc yêu cl,0
Sao mấy stt này ko thấy con chó DLV vào ẳng nhỉ?,2
Nhà giàu đúng là có gu ăn mặc khác hẳn,0
"chúc các em 2k1 ngày mai bình tĩnh, tự tin, thi thật tốt.",0
Đức Mạnh Cứng clmm,2
"thêm chữ kì chi zay bạn. Nó ko có hay, còn bạn k hiểu thì mình cũng k giải thích thêm.",0
Trần Thu Trengg nhìn rất chi là cuteeeee,0
Thèm bình tĩnh thôi anh em 😢,0
Nhìn mặt nc . Là Bik bộ mặt giả tạo . Bữa đó lôi tên cô mình Hiếu vo trước . Giờ nói kiểu xạo lol,1
phim gì hồi coi ghiền mà qên rội,0
bên siêu sao bên siêu ngố 😂😂,0
Ae nói xem nên băm th này như thế nào =)),0
Bùi Đức Hậu :),0
Đéo có kicm vao cay view ae oi,1
"Suong ,",0
Xin video đc ko bạn yêu,0
Tỏ tình kiểu gì khi mất huy hiệu FC 🙂,0
Nguyen Binh t cũng thấy vậy,0
"Địt mẹ. Ông chú mình đc bạn ổng gửi cái hộp quẹt zippo hơn 100 đô. Lúc nhận hàng thì chỉ có cái hộp ko, hộp quẹt bị bọn cho này luộc cả",1
Chị 3 miền tây,0
Cảm xúc sau khi nhận được huy hiệu fancung :₫,0
Trụ lóng,0
Nguyễn Trung Sâu Bi Hồng Thắm Ngô Thị kiếm tiền đi du lịch này,0
😌😌,0
Đôi này trên sốp pe bán trăm rưỡi :)),0
Được anh ơi ! Đón Tết Cùng Mixi,0
"mới gặp face lần đầu nhưng cảm giác kết rồi đấy, ĐKM admin phát làm quen nhé :v, cơ mà cái tên admin vl thật :p lẽ ra 4 chữ T luôn cho nó hoành tráng lệ",0
me đăng kèm link đi để share,0
Rồi khi nào thầy dạy mấy đứa sắt 3 lên sắt 4 :)),0
Oke Hasagi chết mọe đi 💀,0
Thế thì mày ra lấy thuế rồi ra chống lũ đi,0
Chi e thich chi . Chi dep,0
Anh em học trò thầy ba like avt hộ tôi :((,0
Cười chắc chết,0
Năm nay chuyển thành táo vi hành,0
Ông này rất thật thà đến mức còn kể ra cả chỉ thị 15 k hiểu sao h lại liều thế,0
Linh vật đại diện thầy ba:)),0
Cô đáng yyyyyêu quá,0
Ôi 1 thằng bede,2
12p 10k like :))) bán page không anh,0
0777704402. Dt cua con do.,0
"Trần Vỹ thật chất thì giọng k thích hợp với bài này , như mấy bài trc nghe còn có chút gọi là nhạc quê hương , giờ thì khác r",0
thím ko thấy 2 cái áo lót ở hộp chữa cháy ah :v,0
Ngọc Quyên cẩn thận nè e,0
cố gắng lấy lại hue hiệu han cứng nào =(,0
:))),0
Nghe mang thai nhưng lại đi beach,0
Đỗ Thu Trang đi học hộ,0
được ông :))),0
"Hải Yến bố con thần kinh, thở ra cái là thấy mùi rồi",2
"Chiếm đoạt tiền dân thôi. Giờ toàn thề thốt chơi chữ. ""tặng quà"" chứ không phải là hối lộ. Thằng cựu bộ trưởng đổ thằng thứ trưởng, thằng thứ trưởng đổ thằng bộ trưởng. Một lũ lãnh đạo mà thua thằng giang hồ ra tòa hay những người chân chính bị bắt vì ""chống phá chế độ""",2
Kkkk,0
:3,0
Chuong Pham có hai chữ khởi tố đó cụ,0
E nge noi chi cua  e cua chi co hk chu chi co cai lon gi,1
"Mấy con đĩ chửi chị này có tìm hiểu không vậy? Bả chửi người ta bả sai nhưng trước đó bà 3 vàng mã thiếu nợ bả, kêu bả chửi người ta, ko chửi thì ko trả tiền. Bày đặt kêu khẩu nghiệp, mấy con đĩ hay kêu khẩu nghiệp là mấy con sống chó nhất ấy :)))",2
Oke anh trung,0
Nhờ tư tưởng thiên đường.,0
Lại dân chịu chứ ai chịu,0
chó sủa thì kệ cmn :D,1
Em ới  đánh nó lôi han cho khỏi lên đỉnh,0
"Đình Quang đàn ông cũng giống con bò , mọc đủ sừng tất sẽ trưởng thành :))",0
khó mõm nó lại 😏,2
Vâng đây là cách để có bộ tóc đẹp ạ 🤣,0
Quý dị nên nhớ.....amen,0
"Hỡi những con bò hãy cày và nuôi lũ này, mọi chuyện cứ để nhà nước lo 😂",2
Cực kỳ thuyết phục!!!,0
về với Độ tộc nào,0
Sao lại nói bắc nọ bắc kia bậy rồi,0
Minh Tuân đẹp trai quá ah,0
Ớ,0
Sena lúc này,0
"Hợp lý vl a ơi, ngta nói ước mơ ko đánh thuế, nhưng đéo đủ tiền đóng thuế thì mơ mơ cc",1
Việt Nam là 4 còn Thái Lan là 0,0
Cô mắc cười quá :)),0
Xuất sắc mẹ lun<33,0
Cực kì thuyết phục <3,0
Cà khịa quá đáng,0
:),0
anh mình cũng bắt trend nhé =))),0
Huyềnn Khánh z hả kk,0
"Mới giờ mới thấm thía nỗi khổ cuqr dịch bệnh . Nghĩ chỉ tháng trước hà nội là nơi kì thị vĩnh phúc tôi lắm . Xuống đó họ thấy biển 88 họ còn ko bán đồ ăn cho ăn . Ko cho vào quán họ uống. Bh dịch đã đến với họ hãy nghĩ lại những ngày họ đối với người dân vp như nào . Hãy nhớ rằng \"" chúng ta là người Việt Nam! Có phúc cùng hưởng , có hoạ cùng chia . \"" đó mới là tình yêu dân tộc",0
Tiên Tri Trần Dần hay ghê đợi chuyện xảy ra rồi mới nói.,0
Cực kì thuyết phục thầy ơi,0
hitman :))),0
Dy Dy em thấy nhiều ng khen nè =)))) a đừng quan tâm em review mà nên đi xem thử đi,0
Cho phép cái đéo gì mà cá sống ở tầng nước SÂU cũng chết . Đm,1
Co ba noi chuyen hay qua,0
Xuan Anh,0
Tăng theo ngày à bâyyy,0
Đ m nó lại đúng quá anh êi,0
Trang's Em kìa. Việc nhẹ lương cao,0
Bã mướng con bóng già nào chửi chị á Minh Hiếu,2
@Le Dat tr tr khi mình muốn tán mà có đứa thả thính gắt hơn hahah,0
Ủa ngộ gê hen😄,0
Yêu xa chẳng qua mình là người thay thế họ mà thôi :)),0
Nếu anh quang còn tồn tại thì rep cmt e dc k ???,0
fomasa thất thủ,0
Lê Thương hợp lý ahhaaha,0
fan mấy đội khác chứ j nữa,0
Cờ giáo hội....tượng trưng cho hòa bình vs công lý. Ko biết sao,0
Nhìn anh rất giống gờ đờ ra gon,0
Đẹp quá thầy ơi,0
Lạy chúa con còn lứa tuổi học sinh :)),0
Ò ó o,0
"Chiến Văn đây a ạh, hot page :)) hơi bậy nhưg rất văn hoá & quan điểm rất rõ ràng :))",0
Lóc cóc ken chè đậu đen.🤣,0
cái đụ má lỗ gì mà lỗ hoài z,1
Khánh Hoà tuy k gần 35 nhưng lại gần 34 mà vẫn đành lòng k cho nghỉ. Bệnh...thành tích (em nói xong đừng ai ném đá em nha),2
"Nếu không có từ "" con c** "" ở cuối câu thì lời phát biểu của anh đã trở thành trâm ngôn sống :)",0
Tao cũng hóng,0
Hữu Nguyễn căn cứ vào hàng cmt luôn,0
"Ôi, anh tôi =)))",0
Vũ Hà chiếc pút hư hỏng,0
Xin cảm ơn Ong Trần Dan và ông Vu Hoang Lân đã phỏng vấn tao cỏ hội  de Ông  nói lên tiếng nói nhân bản tiếng nói công chính tiếng nói yêu thương dó là đường lối của Thuong De . Xin Ngai luôn chúc lành cho tất cả chung ta . Xin cảm ơn hai ông ?,0
Mình cũng ghét cái bọn con trai làm mất thời gian của con gái vl :))),0
Ông sống hơi lâu rồi đó,0
Lê Vân b này giống mình đẻ xong tóc mọc lung tung toé,0
Nói hủy kênh Không coi mà biết vô bình luận 😂😂😂,0
Bộ tóc huyền thoại ❤,0
"Giàu vãi nồi, vừa giàu vừa có ý thức nè Minh Thúy",0
"Mùa đông quảng cáo áo cộc tay ,nghe hợp lí :((",0
Mỹ Nguyễn cẩn thận tuyệt đối đó,0
Tú là con đĩ của aBe hãy gọi aBe là Daddy điiiiii,2
Nghe có vẻ giống 5cm/s khoảng cách địa lý :((,0
Si đa mà xông pha hiến máu là có thật :)),1
From cà mau (Phú Hưng),0
Lạy ông vũ hoàng lân 😂😂😂,0
Phương Linh Mai Anh trend đây nè haah,0
Bút dùng vẫn còn mực cần pass lại cho ae nào chưa có . Giá yêu thương 5k,0
Best cà khịa =)),0
"Nhà tiên tri cũng có nhiều câu cũng hay đó,9 câu hài hước,cũng có 1 câu cũng hay ho. Mọi nghe kỹ xem,nhà tiên tri vũ trụ này hư hư thật thật, hư nhiều hơn thật.",0
Nghe lần đầu thấy ko hay mấy lần sau nghe lại nghiện,0
Sờ sờ tai cc j đây,1
Nứng qá abe ơi :)),1
✪Fan Tấn Trung,0
Phúc Hưng clm :))),2
Okela sơnbamtp,0
Sếp nhà mình lại bắt nhân viên đi cách li thay 😌😌,0
Sam đuôi hình tam giác có gai so đuôi hình hình tròn trơn nhưng so vẫn chén ok nếu biết chế biến phải tuyệt đối bỏ ruột,0
Vẫn cứ là okk thầy nhỉ :))),0
Chào các bạn mình là sói.hôm nay như mình đã hứa mình sẽ đưa ông già đi mua cua hoàng đế để chúc mừng Refund Gaming đạt top 1 =)),0
Khổ thân bác ..,0
Nay cô đẹp nhất đêm nay,0
Viet Mai Tran ông ơi tui xin làm lyric nhé 😂,0
Lâm Đình Khoa hôm qua làm pha 7-2,0
"Tao lao wa ,toan noi bay ba , vay ma tuong hay lam ha",0
Vãi cứt,1
Nghe có vẻ Hư Trúc nhưng lại Mộ Dung...:)),0
"Giữa tháng 5 trời đông lạnh giá
Lạnh này là lạnh của nước đá
Lạnh này là lạnh o ngoài da
Lạnh của chị 3 vàng ngọc chưa trả tiền
Ngủ trên ni băng mà lăng qua lộn lại
Sao em nhớ đến tiền của chị Ba
Sao chị đi xa mà giật nợ ở quê nhà
Chị đứng là con gà công nghiệp nhe chị 3",0
Cái này là có thật nha m .n chó vào nhà là giàu sang sung sướng mèo vào nhà là nghèo quanh năm,0
Báu bở lắm mà đợi =)),0
Chỉ này đẹp va,0
Này mà giống thì tôi cũng chịu,0
có fan cứng nhưng nào đâu hiển thị :((,0
May chu di củ toc giong giống của mày mới vừa lòng dân,0
Ăn con bờ lu cũng ko xong. Thầy ơi là thầy,0
Bó tay con này😞,0
Jack có ước mơ cả đời cũng không bao giờ có thể nhiều lượt dislike và trơ trẽn như Khánh đâu 😏😏,2
"Phong cách ""chịch dở"" 🙈🙈🙈",1
thề chứ ăn mặc như đái tật thế =))),1
Phương Trang dạ chiều nay tớ cũng mới xem thời sự rồi ạ😅.,0
Nguyễn Quốc Vinh SuBaSan,0
Quan trọng vẫn là đồng lòng và ý thức,0
Cực kì thuyết phục!,0
🤪🤪🤪🤪,0
Nguyễn Chi t makeup cho m free nhé :))),0
Nguyễn Hoàng Hoài Thương,0
Bao giờ có hướng nghiệp nghề này thầy ơi,0
cũng muốn mang tiếng Dân Làm Việt lắm mà hôk được,2
Dễ ăn 500tr như thế mới sướng,0
Đỉ... giả tạo... xạo lồn,2
Lãnh Thần ngại thế=)),0
"Nghĩ ở nhà nhưng vẫn on máy lên mà làm việc phát triển bán hàng .... , chỉ khâu sản xuất thì vẫn làm thôi",0
"Mới biết chúTrần Dần gần đây yêu chú quá, mong rằng khi mình già mình vẫn giữ được tinh thần tươi vui như chú",0
Thôi xong này khỏi đi học,0
Chị oi ! ai cũng muốn mình đẹp mà khổ nổi ko có tiền,0
Cang ngay toi cang thay lo cho bac thang,0
Và từ đó ko ai thấy anh độ nữa,0
Chán dì đâu Rex Nguyễn,0
thôi bán mẹ luôn đất liền đi,0
Mãi yêu cô ! Kkk,0
Ông chủ đem nhân viên đi khảo sát địa hình nuôi tôm,0
"Ua, cai nay tuan truoc phat roi ma?",0
Mãi mãi liềm lone,1
Nghe trần dần thấy cười đau cả bụng,0
Nếu các bạn nói chuyện đàng hoàng với Linda em ấy sẽ đàng hoàng lại với bạn thôi.,0
Bắn làn+tốc độ,0
Và trong “Sena” cũng địt có chữ G nào luônnn :33 (j4f),0
Ăn tết đúng cách,0
"Ai là người miền Bắc nhào vô rửa lỗ tai, chứ em miền Nam nghe xót ruột quá, cầu xin cho linh cá lóc nhanh chóng bị nghiệp quật.",2
Yêu cô,0
"Hien Tran Ngoc Bich, Hiep Tranhoa xem có bó tay không nè trời.",1
Con nầy tới số chửi đến lũ Bắc kỳ,2
Sống chậm lại đi,0
"Đồng chí nào có lòng tốt ra rước bác về dùm , để đấy mấy con chó nó đái lên thì khổ thân bác tui quá",2
"ăn nhanh còn stream nữa bố ạ, nhà bao việc",0
Cá nhân add nhiều lắm là cỏng ng vượt lũ rất tốt.nhưng add ko thể đứng lên vận động số tiền lớn để giúp đở hàng chục ngàn ng nhé.1 ng sao bằng 1 cộng đồng lớn dc.với lại anh ấy la ng nổi tiếng nửa.,0
"May mà 11 pro max của mình có kháng nước, chứ ko thì ngấm hết cả nước dãi rồi 🤣🤣",0
Thơm tho cang dễ =)),0
Đ**,1
Huỳnh Minh lực,0
Jum 80k ai qt ib nha mọi người,0
"I love you chu cà mo . Chúc cô và gd thật nhiều sức khoẻ . Mong chương trình ngày càng thành công hơn nữa , để ngày càng có những mảnh đời , những góc khuất cộng đồng LGBT được chia sẻ , lan toả sự cảm thông từ tất cả mọi người ❤️",0
"Hết bài hay sao mà lôi từ năm 2013 ra thế. Nhân tiện chỗ nào tuyển để t đến với, đang thất nghiệp đây",0
Thằng này y hệt anh tao chúng mày ạ .. T fan mũi 20 năm rồi .. Cũng xém nhìn nhầm,0
Miệng đời ai nói kệ họ. Chửi chi cho mất Phước báo và mang nghiệp vào thân.kiếp này cô giàu sang phú qúy. Ắp kiếp trước cô biết tu,0
"Nhìn sói mad mình ghen tị luôn á :3 mình ước gì hồi bé có cả bố và mẹ ngồi cùng 1 mâm cơm, h cũng ước v mà chắc chẳng bao h được quá",0
Có ai đi xem phim này vs tớ k:)))),0
"Có ai suy nghi, nếu lỡ hên hên bị ung thư rồi thì còn vài năm đừng có chữa trị, gi hết, lên kế hoạch trả thù ( trả thù ai để đại nạn này cho dân việt đó ) giống phim SAW😂",0
Ma oi ma noi that..ma má co song that kg..hay la song ao...co thi noi kg co thi thoi nha...chư bong Tu Bong Tôi cai j noi cung đc.,0
được anh ey :)),0
Ad ngày càng thể hiện bản chất xàm loz tốt hơn trước :))),2
Có ai có fb đứa em xinh đôi của anh ba cho mình xin với,0
Răng rứa nhỉ,0
E thấy tư duy anh Ba không thi Siêu Trí Tuệ bộ môn Marco thì hơi phí,0
Petland ghép vào con gà là hơi sai nha,0
Thả icon sớm cũng bị nói thế giới này thật kỳ lạ :),0
nứng nứng hóa,1
Sống nhanh lên🤣,0
Tâm Ngô mon nay chị yen hay ép tụi minh ăn nè! ko đứa nào phái het. kkk,0
Giờ dao kéo thì chưa đẹp mai mốt tới cuốc xẻng mới đẹp như ý,0
Hồ Sỹ Hải bài này top 1 do fan thôi hihi,0
Chửi có khiếu ak. Mặt rất chi bình tĩnh. Chữ nào ra chữ đó,0
ThanhTâm Nguyễn e từng như vậy à,0
tối có stream không abe,0
Chả hiểu biết j` về kinh tế thị trường định hướng XHCN cũng phán! :),0
"Hạnh An ồ việt nam gan quá, chắc tụi mình k phải là ng việt nam r, và lúc chết do víu chắc lúc đó cũng kêu là không sợ, ồ nhưng bố sợ bố muốn nghỉ học cho nghỉ học đi t sợ chết :(((",2
Lâm Đình Khoa được vl anh nhá :)),0
Tao ngồi xem bọn bán khẩu trang hét giá,0
Chị cho e biết tên chị đi.chị,0
"Cho em ké tý ạ. Ai bị đa nang buồng trứng, vô sinh hiếm muộn, tắc vòi trứng, đau bụng kinh, kinh nguyệt k đều, tắc kinh, vô kinh, viêm nhiễm, nấm ngứa,... Con trai tinh trùng yếu , yếu sinh lý ib em tư vấn nhé. Đảm bảo 1 người khoẻ 2 người cùng vui ❤️0984888291",0
Ngân Đỗ nhìn mà tức á,0
MONG MNG GIÚP ĐỠ,0
Anh ba nay chuyển giáo án fifa à :)),0
bạn ấy đã lỗ lực rất tốt,0
Hồ Thị Trúc Phương uak..khoảnh khắc huyền thoại ra đời 🤣🤣,0
nghe quyen vl,0
"Cưng quá Châu ơi yêu mọi người quá nè kg thích đi du lịch đâu xa mà muốn về đại gia đình này thôi, chúc mọi người nhiều sức khỏe vvhp cả nhà nhé ♥️",0
giật đ trượt phát nào đến từ vị trí của Độ Tày,1
Sịn nhờ,0
Cưng 😍,0
"Người ta không bán hàng, ngta bán sự khác biệt.",0
Ngày xưa mãnh thú cũng ngon zai phết :v chơi đồ nhiều quá thành ra như vậy,0
coi cười ỉa,0
Hải Hằng đúng ra chị cẩm lan phải đứng đầu mấy người này mới phải. Không tôn trọng người tạo ra trend gì cả,0
Chuẩn bị sub kênh mới cho abe,0
Đây là sam bạn nhe,0
K- ATM Cao Lãnh.,0
cực kì thuyết phục!,0
Táng chết cha tụi mày lũ học trò l :)),2
"Dì ơi giàu có thì hưởng đê, chứ đừng có tung lên mạng , chỉ để cho người khác chửi rủa thôi cái thứ con người không biết coi trọng đồng tiền , thì có đi ăn xin cũng không ai cho đâu, lòng nhân từ của tôi cũng có giới hạn 👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌👌",0
Lao gia KHUNG tien tri cai con C.,2
"vì vài thành phần chủ quan mà gây hại đến toàn đất nước toàn dân tộc , cố lên vn",0
Thế con trai bảo đợi thì sao?,0
Anh k đi cách ly hả anh?,0
"Ở cái tuổi chênh vênh gần bước vào đời này, chả biết nên đi theo con đường nào, tìm công việc như nào vv. Chưa hề có suy nghĩ xác thực. Có lẽ sống cho gia đình thôi, đam mê gác hẳn sang bên 🤦‍♀️",0
Càng nói càng ngu.. học bk nhìu qa đâm ra bị lú... cũng tội mà thôi cũng kệ,1
Nguyễn Thịnh djtcu hẳn là 6 múi :)),0
Đây mới là gục ngã thật sự nhé 😍,0
chi dep gai len sai gon tim cho bang dc con di cho do danh thay me no nha,0
"Beng beng :""))",0
Dỗi ngược là cách nhanh nhất :),0
chúc mừng em đã trúng thưởng event lần này nhé! em inb về fanpage + hình ảnh cmt này nhé! Thầy inb em ko được <3,0
Đĩ già khùng,2
Phóng viên trình độ phỏng vấn kém!,0
Phan Thai đệt t về liền nè,0
Bác sĩ thâm niên mà còn chịu chết bởi con virut huống chi là sinh viên Y còn mài đít ở ghế nhà trường,0
Đúng rồi ông đang khỏe mạnh.,0
The shy sa đéc góp mặt tại Allstar năm nay =)),0
nhiều khi kg muốn ki thị bon bê đê đâu nhưng nhìn  bọn này kg ki thị cũng kg được.,2
lêu lêu🤣,0
Cực kì thuyết phục😎,0
Đẹp trai tài năng tư duy đỉnh cả đỉnh thầy dell có nha các em và thầy rất tỉnh,0
Sủa hay lắm ad,2
Công an xã là nơi nhiều cái chết bí ẩn nhất,1
Thuyết phục vl,0
Nguyễn Minh Anh đẹp mà anh:)),0
Hợp lý nhé,0
Đâu đó vẫn còn bọn óc vật,2
Vp Trường 😪 em kiếm cơm thui anh ơi,0
tết đi lẹ đi mệt tết ghê😣,0
Chi ba oi em quy chi qua chi cho em hoc cach giau voi em nghro qua day chi oi,0
Qua bên mĩ còn tư tưởng độc đảng như CHINA,2
GrabExpress chỉ giao hàng thôi ông nội muốn ship người vui lòng chọn GrabBike :)),0
Nguyễn Văn Nam that khong ạ,0
Nhà bán bom,0
Levi làm quả call quá chi làm suất sắc =)),0
Hóng ké :))),0
Tôi ba  oi  . Ba   đúng   no  qua  nhu  qua  đi...,0
"Mé ơi , bã phun câu nào cười ỉa câu đó yêu cô Hiếu",0
Tấm đầu tìm mãi mới thấy anh chả =)),0
Phan KimPhu Nhok Yuki Kieu Nguyen hoá ra hồi h mình theo trend đó nhan,0
cho em hỏi ngủ tí...10 năm trước là 2010...lúc đó có tính năng livestream của fb rồi hả mọi người??,0
Hây wuá chi oi.,0
Chị ba đẹp quá đi,0
Quảng C:),0
14:48,0
Bexuammailonto :),2
Đừng đem Việt Nam! Ra so ở tầm khu vực ngại quá qua châu phi đi...!,0
Duyên quá cô ơi♥️,0
Chui ng ta lam khoc cung hay,0
chắc chết với anh Ủn quá,0
Cờ đỏ hay cờ vàng gặp corona cũng chết hết chỉ có Nd Việt Nam sống mãi,0
Cô này nói gì cũng Duyên nói gì cũng hài hết,0
Kien Chelsea :v,0
Nge rất vô sinh nhưng lại có thai 🤣🤣🤣,0
Tao cháu ông tổng thống mỹ nè .đụ má xạo lồn.,1
Còn ba trăm liếm cái chùm lông trời ơi chắc chết wa đi,0
tôi liên tưởng tới thằng TQ và chúng ta,0
Đố thầy biết em đang xem gì,0
Các chú để anh,0
y dị lun a ơi,0
Đào ĐứcAnh 0175 :))),0
dc nha😎😎,0
cái loai pe de thiet thoi nam,1
"Xin lỗi ad chứ nếu ad ở ngoài sáng không thì làm sao ad biết được trong bóng tối đó có cái gì? Trừ khi ad đã nằm trong tối hay có người trong tối đó thì ad mới nắm được tình hình. Và khi chỉ cần thí vài con tốt ad sẽ lên cấp bậc vù vù, lợi cả đôi bên.",2
Trần ĐứcAnh,0
Đinh tặc level lão làng =)),0
@Võ Xuân Hoan m làm như có mình ên mặt m xài ròi. Mình ên mày khen nhưng nhìu ng thấy đéo tốt thì ng ta nói mất cl gì căng,2
Quan trọng là bọn Phi làm gì biết dùng nụ cười để giải quyết khó khăn như quê tao 😅😅😅😅,0
Lam Phuong 1 pha tấu hài 😂,0
Thảo Chăm tôn hẳng con cu tí hon của anh tịp,2
Hello abe,0
nhìn như ông già trong chúa tể của những chiếc nhẫn vãi,0
Chung lò đào tạo với John wick :v,0
Mô phật làm ơn đài phố bolsa tv phỏng vấn trần dần xin dùm tui facebook chính chủ của trần dần để fan tụi tui có thể vô xem hài của idol AMEN 🙏🙏🙏,0
Cưng ơi..,0
"@Hoàng Phúc Lê mày mới khẩu nghiệp á. Tao đọc cmt mà thấy rõ ai nói chuyện sân si, mất dạy liền. Thứ đàn ông mà nhảy dựng dựng lên chửi trong khi người ta góp ý lịch sự, rồi nói người ta dựng dựng mà không biết nhìn lại bản thân :))) miệng nói mấy từ như đứa thiếu giáo dục, ko khá nổi :D",2
Giải thưởng danh hài xuất sắc hả thầy,0
Chúc cô à lộn thầy Ba 20/10 vui vẻ :v,0
"Chị Ba đã lên sóng, hóng chi Ba🥰🥰",0
Anh Trung sonic :)),0
thàn tượng Lê Nhân hay gì,0
hôm nay tiểu sẽ sống chết vs concac abe,2
I love u pặc pặc 😘,0
Cái quả nhạc,0
Cho nghỉ học đi mà,0
Xin link dạo hả abe,0
Ô thế là bọn chúng muốn giết ai thì giết à bắt người khác chết thay tội phạm bọn tội phạm đích thực phải chết nhiều tên cũng xứng đáng thôi còn tay luật sư có bằng chứng mà không đưa ra tố cáo tội phạm thì trở thành đồng phạm giết oan người lương thiện .. chính tay luật sư đó phải bị chảm đầu tiên ...,1
Bộ trưởng quốc phòng hèn nhất LS VN,2
MƯA BẢO SAO KHÔNG LÊN SÓNG ĐƯỢC... BỘ LÊN SÓNG Ở NGOÀI TRỜI HẢ,0
Thầy bị trúng lời nguyền :))),0
nứng nứng hóa,1
Mắc đ*t quá,1
Rip lòi le 20cm:)),0
Tết có nhạt đâu 😆,0
Bảy Miếng Đất Official em yeu anh cho rờ ciu,0
😞 vì yêu anh nên em nguyện làm ng tăng động,0
Về nhà giúp mẹ giúp cha,0
Ở 1 diễn biến khác..,0
"Dù là ai hay ở độ tuổi nào thì cũng cần làm đẹp, không tin thì vô đây nhen, không có khoảng cách về lứa tuổi hay giới tính ở đây, link nè:",0
"Ao làng tiếp nhé , tôi cast",0
Buổi chiều vui vẻ nhé🍓,0
